Population	Species	Date	Month	Subpopulation	Quadrat	Cauloid_size (cm)	Fertility (0-4)	Leaf_size (cm)	Comments
Cala Estreta	Cystoseira crinita	6/29/2020	June	Nord 2	6	11	3		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Nord 2	6	4	2		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Nord 2	6	6	0		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Nord 2	6	11	1		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Nord 2	7	13	2		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Nord 2	7	14	2		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Nord 2	7	11	2		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Nord 2	7	8	2		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Nord 2	7	6	0		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Nord 2	7	6.5	2		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Nord 2	7	6	1		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Nord 2	7	5	1		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Nord 2	7	4	0		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	8	10	2		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	8	12	3		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	8	13	3		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	8	2	0		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	9	5	2		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	9	6	1		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	9	9	3		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	9	10	3		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	10	9	2		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	10	15	2		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	10	12	3		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	10	13	3		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	10	9	2		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	10	6	2		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	11	10	3		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	11	13	2		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	11	12	3		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	11	5	0		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	11	10	1		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	12	13	4		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	12	15	4		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	12	14	4		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	12	9	3		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	12	13	2		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	13	13	2		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	13	6	3		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	13	14	3		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	13	13	3		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	13	16	4		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	13	7	1		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	14	6	1		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	14	9	3		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	14	6	3		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	14	9	2		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	14	13	4		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	15	12	2		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	15	8.5	0		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	15	9	1		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	15	7	1		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	15	11	4		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	16	8	3		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	16	2	0		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	16	4	0		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	16	8	4		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	16	12	4		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	16	14	4		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	17	12	3		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	17	7	2		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	17	10	4		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	17	8	4		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	18	6	1		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	18	5	0		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	18	5	1		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	18	9	2		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	18	5	1		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	18	8	1		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	18	12	2		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	18	8	1		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	18	9	4		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	18	13	3		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	18	12	3		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	19	9	3		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	19	7	0		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	19	9	4		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	19	11	1		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	19	10	2		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	19	12	2		
Cala Estreta	Cystoseira crinita	6/29/2020	June	Sud 1	19	11	2		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 2	1	5	2		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 2	1	7	2		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 2	1	5	2		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 2	1	3	1		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 2	1	10	3		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 2	1	8	3		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 2	1	8	2		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 2	2	3	0		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 2	2	16	2		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 2	2	13	1		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 2	2	19	3		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 2	2	18	3		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 2	3	16	2		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 2	3	26	3		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 2	3	23	4		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 2	3	12	3		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 2	3	14	1		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 2	3	18	3		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 2	3	17	2		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 2	3	26	3		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 2	4	5	0		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 2	4	11	1		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 2	4	14	3		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 2	4	11	3		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 2	4	15	2		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 2	4	15	2		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 2	4	10	1		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 2	5	13	3		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 2	5	13	2		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 2	5	15	4		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 2	6	6	3		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 2	6	9	2		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 2	6	12	4		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 2	6	14	4		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 2	6	5	4		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 2	6	4	3		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 2	7	3	2		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 2	7	4	3		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 2	7	6	2		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 2	7	7	0		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 2	7	9	1		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 2	7	10	3		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 2	7	14	2		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 2	7	8	2		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 2	7	12	4		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 2	7	7	3		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 2	7	4	0		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 2	7	11	3		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	8	9	4		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	8	6	2		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	8	11	4		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	8	12	3		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	8	10	4		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	9	10	2		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	9	12	4		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	9	14	3		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	9	13	3		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	10	3	0		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	10	6	2		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	10	13	3		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	10	9	1		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	10	8	4		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	10	10	4		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	10	12	3		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	10	10	4		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	11	14	4		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	11	10	3		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	11	7	3		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	11	12	4		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	12	13	3		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	12	9	4		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	12	8	4		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	12	4	0		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	12	10	4		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	13	14	4		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	13	12	4		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	13	10	3		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	13	3	0		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	14	19	4		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	14	12	2		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	14	5	2		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	14	3	1		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	14	7	1		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	14	4	3		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	15	7	2		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	15	5	0		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	15	8	2		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	15	10	2		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	15	14	2		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	15	2	0		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	15	1	0		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	16	5	3		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	16	4	2		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	16	3	2		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	16	1	1		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	16	2	1		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	16	1	0		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	17	15	4		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	17	10	3		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	18	9	3		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	18	10	4		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	18	7	3		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	18	13	4		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	18	4	0		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	18	4	3		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	18	3	0		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	19	13	1		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	19	3	0		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	19	4	0		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	19	13	3		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	19	17	4		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	20	10	3		
Cala Estreta	Cystoseira crinita	7/30/2020	July	Nord 1	20	4	2		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Sud 1	1	7	2		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Sud 1	1	9	2		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Sud 1	1	13	2		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Sud 1	1	14	2		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Sud 1	1	8	1		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Sud 1	1	13	1		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Sud 1	2	8			
Cala Estreta	Cystoseira crinita	8/26/2020	August	Sud 1	2	11	1		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Sud 1	2	12	2		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Sud 1	3	8	1		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Sud 1	3	4	2		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Sud 1	3	8	2		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Sud 1	4	6	2		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Sud 1	4	5	1		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Sud 1	4	2	1		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Sud 1	4	2			
Cala Estreta	Cystoseira crinita	8/26/2020	August	Sud 1	5	6	1		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Sud 1	5	5	1		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Sud 1	5	6	1		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Sud 1	6	12	1		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Sud 1	6	15	2		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Sud 1	6	16	2		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Sud 1	6	7	1		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Sud 1	7	6	1		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Sud 1	7	7	1		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Sud 1	7	12	2		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Sud 1	7	2			
Cala Estreta	Cystoseira crinita	8/26/2020	August	Sud 1	8	10	1		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Sud 1	8	10	1		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Sud 1	8	16	2		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Sud 1	8	5	1		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Sud 1	9	6	1		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Sud 1	9	7	1		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Sud 1	9	8	1		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Sud 1	9	5	1		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Sud 1	9	2			
Cala Estreta	Cystoseira crinita	8/26/2020	August	Sud 1	9	2			
Cala Estreta	Cystoseira crinita	8/26/2020	August	Sud 1	10	13	1		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Sud 1	10	11	1		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Sud 1	10	16	1		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Sud 1	11	8	1		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Sud 1	11	10	2		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Sud 1	12	11	2		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Sud 1	12	0.5			
Cala Estreta	Cystoseira crinita	8/26/2020	August	Nord 2	13	13	1		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Nord 2	13	7	1		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Nord 2	13	13	1		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Nord 2	13	23	1		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Nord 2	13	16	1		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Nord 2	14	9	3		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Nord 2	14	4	1		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Nord 2	14	5	1		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Nord 2	14	11	2		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Nord 2	15	3	1		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Nord 2	15	8	2		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Nord 2	15	14	2		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Nord 2	15	14	2		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Nord 2	15	11	3		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Nord 2	16	1.5			
Cala Estreta	Cystoseira crinita	8/26/2020	August	Nord 2	16	1.5			
Cala Estreta	Cystoseira crinita	8/26/2020	August	Nord 2	16	5	2		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Nord 2	16	5	2		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Nord 2	16	6	2		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Nord 2	17	6	1		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Nord 2	17	7	2		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Nord 2	17	10	3		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Nord 2	17	4.5	2		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Nord 2	17	8	2		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Nord 2	18	8	3		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Nord 2	18	10	3		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Nord 2	18	10	3		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Nord 2	19	9	3		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Nord 2	19	9	1		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Nord 2	20	11	2		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Nord 2	20	5	2		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Nord 2	20	14	3		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Nord 2	20	8	3		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Nord 2	21	7.5	2		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Nord 2	21	8	2		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Nord 2	21	5	1		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Nord 2	22	2	1		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Nord 3	23	10	1		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Nord 3	23	7	1		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Nord 3	24	13	1		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Nord 3	24	10	1		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Nord 3	24	12	1		
Cala Estreta	Cystoseira crinita	8/26/2020	August	Nord 3	24	4	1		
Cala Estreta	Cystoseira crinita	9/30/2020	September	Sud 1	1	9			
Cala Estreta	Cystoseira crinita	9/30/2020	September	Sud 1	1	11	1		
Cala Estreta	Cystoseira crinita	9/30/2020	September	Sud 1	1	10	1		
Cala Estreta	Cystoseira crinita	9/30/2020	September	Sud 1	2	6	1		
Cala Estreta	Cystoseira crinita	9/30/2020	September	Sud 1	2	7	1		
Cala Estreta	Cystoseira crinita	9/30/2020	September	Sud 1	3	8			
Cala Estreta	Cystoseira crinita	9/30/2020	September	Sud 1	3	10			
Cala Estreta	Cystoseira crinita	9/30/2020	September	Sud 1	4	13			
Cala Estreta	Cystoseira crinita	9/30/2020	September	Sud 1	4	12			
Cala Estreta	Cystoseira crinita	9/30/2020	September	Sud 1	4	11			
Cala Estreta	Cystoseira crinita	9/30/2020	September	Sud 1	4	14			
Cala Estreta	Cystoseira crinita	9/30/2020	September	Sud 1	5	9			
Cala Estreta	Cystoseira crinita	9/30/2020	September	Sud 1	5	10			
Cala Estreta	Cystoseira crinita	9/30/2020	September	Sud 1	5	16			
Cala Estreta	Cystoseira crinita	9/30/2020	September	Sud 1	6	2			
Cala Estreta	Cystoseira crinita	9/30/2020	September	Sud 1	6	4			
Cala Estreta	Cystoseira crinita	9/30/2020	September	Sud 1	7	10			
Cala Estreta	Cystoseira crinita	9/30/2020	September	Sud 1	7	14	2		
Cala Estreta	Cystoseira crinita	9/30/2020	September	Sud 1	7	16	1		
Cala Estreta	Cystoseira crinita	9/30/2020	September	Sud 1	7	10			
Cala Estreta	Cystoseira crinita	9/30/2020	September	Sud 1	8	10			
Cala Estreta	Cystoseira crinita	9/30/2020	September	Sud 1	8	9			
Cala Estreta	Cystoseira crinita	9/30/2020	September	Sud 1	9	8	1		
Cala Estreta	Cystoseira crinita	9/30/2020	September	Sud 1	10	10	1		
Cala Estreta	Cystoseira crinita	9/30/2020	September	Sud 1	10	9			
Cala Estreta	Cystoseira crinita	9/30/2020	September	Sud 1	11	18			
Cala Estreta	Cystoseira crinita	9/30/2020	September	Sud 1	11	10			
Cala Estreta	Cystoseira crinita	9/30/2020	September	Sud 1	11	11			
Cala Estreta	Cystoseira crinita	9/30/2020	September	Sud 1	11	16	1		
Cala Estreta	Cystoseira crinita	9/30/2020	September	Sud 1	12	14	1		
Cala Estreta	Cystoseira crinita	9/30/2020	September	Sud 1	12	4			
Cala Estreta	Cystoseira crinita	9/30/2020	September	Sud 1	12	12	1		
Cala Estreta	Cystoseira crinita	9/30/2020	September	Sud 1	12	14	2		
Cala Estreta	Cystoseira crinita	9/30/2020	September	Sud 1	12	12	1		
Cala Estreta	Cystoseira crinita	9/30/2020	September	Sud 1	13	12			
Cala Estreta	Cystoseira crinita	9/30/2020	September	Sud 1	13	7			
Cala Estreta	Cystoseira crinita	9/30/2020	September	Sud 1	13	9	1		
Cala Estreta	Cystoseira crinita	9/30/2020	September	Sud 1	13	7	1		
Cala Estreta	Cystoseira crinita	9/30/2020	September	Sud 1	13	9	1		
Cala Estreta	Cystoseira crinita	9/30/2020	September	Sud 1	14	4			
Cala Estreta	Cystoseira crinita	9/30/2020	September	Sud 1	14	4			
Cala Estreta	Cystoseira crinita	9/30/2020	September	Sud 1	14	4			
Cala Estreta	Cystoseira crinita	9/30/2020	September	Sud 1	14	3			
Cala Estreta	Cystoseira crinita	9/30/2020	September	Nord 2	15	16			
Cala Estreta	Cystoseira crinita	9/30/2020	September	Nord 2	15	10			
Cala Estreta	Cystoseira crinita	9/30/2020	September	Nord 2	15	19			
Cala Estreta	Cystoseira crinita	9/30/2020	September	Nord 2	15	18	1		
Cala Estreta	Cystoseira crinita	9/30/2020	September	Nord 2	15	9	1		
Cala Estreta	Cystoseira crinita	9/30/2020	September	Nord 2	15	8			
Cala Estreta	Cystoseira crinita	9/30/2020	September	Nord 2	15	7			
Cala Estreta	Cystoseira crinita	9/30/2020	September	Nord 2	16	11	1		
Cala Estreta	Cystoseira crinita	9/30/2020	September	Nord 2	16	9			
Cala Estreta	Cystoseira crinita	9/30/2020	September	Nord 2	17	11	1		
Cala Estreta	Cystoseira crinita	9/30/2020	September	Nord 2	18	2			
Cala Estreta	Cystoseira crinita	9/30/2020	September	Nord 2	18	8	1		
Cala Estreta	Cystoseira crinita	9/30/2020	September	Nord 2	18	9	1		
Cala Estreta	Cystoseira crinita	9/30/2020	September	Nord 2	19	6			
Cala Estreta	Cystoseira crinita	9/30/2020	September	Nord 2	19	11	2		
Cala Estreta	Cystoseira crinita	9/30/2020	September	Nord 2	19	8	1		
Cala Estreta	Cystoseira crinita	9/30/2020	September	Nord 2	19	6	1		
Cala Estreta	Cystoseira crinita	9/30/2020	September	Nord 2	20	18	1		
Cala Estreta	Cystoseira crinita	9/30/2020	September	Nord 2	20	14	1		
Cala Estreta	Cystoseira crinita	9/30/2020	September	Nord 2	20	5	2		
Cala Estreta	Cystoseira crinita	9/30/2020	September	Nord 2	20	11	1		
Cala Estreta	Cystoseira crinita	9/30/2020	September	Nord 2	20	15	2		
Cala Estreta	Cystoseira crinita	9/30/2020	September	Nord 2	21	6			
Cala Estreta	Cystoseira crinita	9/30/2020	September	Nord 2	21	8	1		
Cala Estreta	Cystoseira crinita	9/30/2020	September	Nord 2	21	12			
Cala Estreta	Cystoseira crinita	9/30/2020	September	Nord 2	21	8			
