Population	Species	Date	Month	Quadrat	Cauloid_size	Leaf_size	Fertility	Comments
Cala Estreta	Cystoseira mediterranea	6/29/2020	June	19	2	27	0	
Cala Estreta	Cystoseira mediterranea	6/29/2020	June	19	3	31	0	
Cala Estreta	Cystoseira mediterranea	6/29/2020	June	19	6	36	0	
Cala Estreta	Cystoseira mediterranea	6/29/2020	June	19	4	41	0	
Cala Estreta	Cystoseira mediterranea	6/29/2020	June	20	7	38	0	
Cala Estreta	Cystoseira mediterranea	6/29/2020	June	20	3	28	0	
Cala Estreta	Cystoseira mediterranea	6/29/2020	June	20	2	40	0	
Cala Estreta	Cystoseira mediterranea	6/29/2020	June	20	7.5	44	0	
Cala Estreta	Cystoseira mediterranea	6/29/2020	June	20	7	42	0	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	1	2	34	2	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	1	1	35	3	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	1	2	36	1	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	1	1	31	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	1	2	17	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	1	1	16	0	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	1	2	35	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	1	4	41	3	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	1	2	28	2	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	1	2	21	0	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	1	2	36	3	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	2	1	40	3	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	2	7	24	2	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	2	9	31	3	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	2	1	28	1	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	2	2	9	0	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	2	2	35	3	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	2	4	46	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	2	5	43	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	3	1	17	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	3	1	19	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	3	2	10	2	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	3	1	4	0	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	3	3	15	3	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	3	7	34	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	3	3	29	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	4	2	18	3	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	4	1	12	1	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	4	3	27	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	4	1	15	0	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	4	3	36	3	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	4	4	14	1	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	4	4	34	3	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	4	9	14	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	4	3	28	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	4	1	11	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	5	2	17	2	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	5	2	21	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	5	7	27	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	5	4	18	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	5	3	27	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	5	2	39	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	5	1	28	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	5	2	26	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	5	4	36	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	5	3	31	3	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	5	5	39	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	5	4	36	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	6	3	25	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	6	3	20	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	6	2	18	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	6	2	20	3	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	6	3	35	3	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	7	3	20	2	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	7	2	30	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	7	2	10	2	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	8	2	18	3	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	8	3	34	3	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	8	3	30	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	8	4	35	3	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	8	3	47	3	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	9	2	25	3	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	9	1	11	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	9	4	30	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	9	4	59	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	9	3	24	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	9	2	43	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	9	1	26	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	10	3	16	2	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	10	3	22	3	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	10	2	30	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	10	5	37	3	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	10	2	15	2	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	10	2	25	3	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	10	2	27	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	11	2	22	3	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	11	2	25	3	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	11	4	33	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	11	3	34	3	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	11	1	35	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	11	1	33	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	11	2	20	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	12	2	23	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	12	3	16	1	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	12	2	13	3	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	12	2	22	3	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	12	2	43	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	12	3	42	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	12	4	38	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	12	7	40	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	13	3	24	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	13	1	16	2	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	13	2	18	2	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	13	3	35	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	13	2	20	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	14	2	30	3	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	14	2	33	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	14	3	43	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	14	3	30	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	14	4	35	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	15	2	18	3	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	15	2	22	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	15	3	47	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	15	2	25	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	15	1	11	4	
Cala Estreta	Cystoseira mediterranea	7/30/2020	July	15	4	30	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	1	8	45	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	1	5	36	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	1	9	33	3	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	1	8	25	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	2	11	31	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	2	2	28	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	2	7	35	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	2	10	39	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	2	3	32	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	2	5	29	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	3	10	36	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	3	8	33	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	3	6	37	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	3	3	35	3	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	4	6	30	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	4	6	44	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	4	5	38	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	5	5	26	3	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	5	3	20	3	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	5	3	30	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	5	7	44	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	5	3	30	3	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	6	5	21	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	6	7	31.5	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	6	10	46	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	6	9	50	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	7	11	48	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	7	7	23	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	7	4	19	2	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	7	1	33	2	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	7	6	59	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	8	2	40	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	8	8	42	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	8	4	39	3	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	8	2	38	3	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	8	3	34	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	8	12	46	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	9	10	29	3	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	9	12	51	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	9	6	40	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	9	6	28	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	10	3	44	3	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	10	5	44	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	10	7	46	3	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	10	7	52	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	10	10	49	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	11	5	28	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	11	6	25	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	11	3	26	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	11	4	21	3	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	11	4	19	3	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	12	6	30	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	12	7	30	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	12	9	36	3	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	12	8	28	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	12	1	6	2	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	12	1	23	3	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	13	2	14	2	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	13	8	30	3	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	13	8	37	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	13	7	53	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	13	7	48	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	13	10	41	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	14	9	32	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	14	9	51	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	14	8	43	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	14	12	45	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	14	2	24	3	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	15	5	24	2	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	15	4	22	2	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	15	9	27	1	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	15	5	22	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	15	6	38	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	15	7	27	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	16	4	16	3	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	16	4	21	3	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	16	3	19	2	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	16	6	28	3	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	16	7	30	3	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	17	10	19	2	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	17	4	37	3	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	17	2	30	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	17	8	35	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	18	6	28	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	18	6	36	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	18	5	36	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	19	4	19	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	19	3	23	3	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	19	4	24	4	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	19	2	17	3	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	20	5	33	3	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	20	3	18	3	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	20	1	2	0	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	20	1	10	1	
Cala Estreta	Cystoseira mediterranea	8/26/2020	August	20	3	19	3	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	1	14	15	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	1	3	3	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	1	2	8	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	1	2	2	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	1	3	5	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	1	2	3	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	1	1	1	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	1	1	1	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	1	5	5	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	1	2	3	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	2	2	2	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	2	5	5	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	2	3	3	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	2	1	1	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	2	3	3	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	2	2	2	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	2	2	2	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	2	1	1	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	2	2	2	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	2	4	4	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	2	4	6	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	2	6	6	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	2	1	1	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	3	2	2	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	3	1	1	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	3	3	3	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	3	2	2	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	3	4	5	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	3	5	6	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	3	4	4	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	3	2	2	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	3	1	1	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	4	1	1	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	4	2	2	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	4	2	2	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	4	2	4	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	4	2	2	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	4	1	1	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	4	1	1	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	4	0.5	0.5	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	4	7	8	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	5	4	4	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	5	4	4	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	5	3	5	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	5	5	5	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	5	3	3	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	5	2	2	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	5	3	4	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	6	5	6	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	6	7	7	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	6	1	1	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	6	8	8	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	6	9	10	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	6	3	4	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	6	7	7	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	6	5	5	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	6	7	7	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	6	6	6	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	7	3	22	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	7	4	14	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	7	2	22	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	7	3	10	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	7	5	16	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	8	2	3	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	8	4	6	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	8	4	7	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	8	2	3	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	9	5	5	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	9	3	3	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	9	3	3	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	9	8	9	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	9	3	3	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	10	2	2	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	10	4	4	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	10	9	9	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	10	4	4	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	10	4	4	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	10	1	1	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	11	3	3	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	11	3	3	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	11	2	4	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	11	3	3	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	11	3	3	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	11	5	5	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	11	7	9	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	12	7	7	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	12	4	4	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	12	3	3	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	12	2	2	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	12	3	3	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	12	4	4	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	12	4	4	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	13	6	6	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	13	7	7	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	13	5	5	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	13	4	5	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	13	4	4	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	14	8	8	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	14	3	3	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	14	1	1	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	14	7	7	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	14	5	5	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	14	6	6	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	14	4	4	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	14	2	3	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	14	3	3	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	14	7	7	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	14	3	3	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	14	3	3	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	15	1	1	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	15	4	8	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	15	6	6	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	15	6	10	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	15	3	3	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	15	2	3	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	15	8	8	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	15	3	4	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	15	5	5	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	15	4	6	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	16	8	8	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	16	3	3	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	16	4	8	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	16	6	9	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	16	3	4	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	16	5	5	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	16	6	9	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	16	2	12	0	
Cala Estreta	Cystoseira mediterranea	9/30/2020	September	16	5	5	0	
Cala Estreta	Cystoseira mediterranea	10/28/2020	October	1	4	4	0	
Cala Estreta	Cystoseira mediterranea	10/28/2020	October	1	4	4	0	
Cala Estreta	Cystoseira mediterranea	10/28/2020	October	1	4	4	0	
Cala Estreta	Cystoseira mediterranea	10/28/2020	October	1	5	5	0	
